record_id,source_page,topic,record_type,title_ar,normativity,verification_status,source_alignment_status,production_use
TU-GUIDE-0243,34,grade_appeal,procedure_step,التظلم غير الصحيح,PROCEDURAL_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0244,35,graduation,rule,إنهاء المتطلبات,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0245,35,graduation,rule,الحد الأدنى للمعدل,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0246,35,graduation,rule,منح الدرجة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0247,35,graduation,rule,فصل التخرج,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0248,35,graduation,rule,صفة المتخرج,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0249,35,graduation,rule,إصدار الوثائق,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0250,35,graduation,rule,رفع المعدل للخريج,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0251,36,honours,rule,مرتبة الشرف الأولى - مقياس 5,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0252,36,honours,rule,مرتبة الشرف الثانية - مقياس 5,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0253,36,honours,rule,مرتبة الشرف الأولى - مقياس 4,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0254,36,honours,rule,مرتبة الشرف الثانية - مقياس 4,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0255,36,honours,rule,عدم الرسوب,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0256,36,honours,rule,مدة الإنجاز,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0257,36,honours,rule,نسبة الدراسة في جامعة التخرج,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0258,36,honours,rule,عدم القرار التأديبي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0259,37,common_errors,warning,تجاوز الغياب,ADVISORY,EXTRACTED,AI_CHECKED_REQUIRES_HIGHER_AUTHORITY_CONFIRMATION,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0260,37,common_errors,warning,التسجيل الآلي لا يعفي من الحضور,ADVISORY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0261,37,common_errors,warning,تأجيل مقررات المستويات الأولى,ADVISORY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0262,37,common_errors,warning,تأخير تعديل الدرجة,ADVISORY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0263,38,student_discipline,violation,تعطيل النظام أو النشاط,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0264,38,student_discipline,violation,الإخلال بالمحاضرات,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0265,38,student_discipline,violation,الغش,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0266,38,student_discipline,violation,المساس بالدين أو السلوك أو السمعة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0267,38,student_discipline,violation,الاعتداء أو الإهانة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0268,38,student_discipline,violation,التزوير أو المعلومات غير الصحيحة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0269,38,student_discipline,violation,عدم الامتثال للعقوبة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0270,38,student_discipline,sanction,عقوبات متدرجة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0271,38,student_discipline,sanction,الغش لأول مرة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0272,38,student_discipline,sanction,تكرار الغش,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0273,39,contacts,contact,موقع الجامعة,DESCRIPTIVE,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0274,39,contacts,contact,حساب العمادة,DESCRIPTIVE,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0275,39,contacts,contact,حساب X,DESCRIPTIVE,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0276,39,contacts,contact,الهاتف,DESCRIPTIVE,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0277,39,contacts,contact,البريد,DESCRIPTIVE,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
